Timestamp,Spot,CallPremium,PutPremium,Volume
00:00:35,7609.78,154921655.69,124400484.09,273255.0
00:17:01,7609.78,166558083.41,129394648.28,425701.0
00:34:27,7609.78,171072396.88,127150982.33,425724.0
00:44:10,7609.78,170875771.13,127108304.32,425194.0
00:56:03,7609.78,170875771.13,127108304.32,425194.0
01:12:39,7609.78,170875771.13,127108304.32,425194.0
01:13:47,7609.78,170875771.13,127108304.32,425194.0
01:31:40,7609.78,170875771.13,127108304.32,425194.0
01:48:37,7609.78,170875771.13,121415351.75,418641.0
02:04:38,7609.78,170879910.47,121415351.75,418642.0
02:21:27,7609.78,170879910.47,121415351.75,418642.0
02:37:26,7609.78,170879910.47,103742753.06,377698.0
02:53:28,7609.78,3575532.15,1721855.48,3602.0
03:09:14,7609.78,3959980.63,2158940.67,4763.0
03:25:00,7609.78,4267938.66,3115812.26,6433.0
03:37:07,7609.78,4735549.11,3420718.43,7391.0
03:53:08,7609.78,4946593.56,3688849.48,8098.0
04:08:54,7609.78,5239704.37,4137024.92,9175.0
04:24:40,7609.78,5426110.74,4569124.92,9926.0
04:41:01,7609.78,5570983.24,4824333.95,10546.0
04:42:09,7609.78,3368401.12,4750483.58,11019.0
04:59:02,7609.78,3366968.24,4771958.21,11056.0
05:14:56,7609.78,3487591.34,5232357.18,11756.0
05:19:48,7609.78,3519461.82,5198086.49,11773.0
05:36:31,7609.78,3803156.5,5283876.38,12276.0
05:53:37,7609.78,4050872.11,5437265.95,13198.0
06:09:33,7609.78,4233833.02,5490840.27,14621.0
06:26:04,7609.78,4606136.44,5003576.18,17225.0
06:42:15,7609.78,4606136.44,5003576.18,17225.0
06:58:17,7609.78,4606136.44,5003576.18,17225.0
07:16:49,7609.78,4606136.44,5003576.18,17225.0
07:32:52,7609.78,4606136.44,5003576.18,17225.0
07:44:10,7609.78,4606136.44,5003576.18,17225.0
08:01:39,7609.78,4606136.44,5003576.18,17225.0
08:15:13,7609.78,4606136.44,5003576.18,17225.0
08:24:17,7609.78,4606136.44,5003576.18,17225.0
08:26:27,7609.78,4606136.44,5003576.18,17225.0
08:39:51,7609.78,4606136.44,5003576.18,17225.0
08:56:33,7609.78,4606136.44,5003576.18,17225.0
08:58:24,7609.78,4606136.44,5003576.18,17225.0
09:02:43,7609.78,4606136.44,5003576.18,17225.0
09:04:29,7609.78,4606136.44,5003576.18,17225.0
09:10:06,7609.78,4606136.44,5003576.18,17225.0
09:17:33,7609.78,4606136.44,5003576.18,17225.0
09:18:41,7609.78,4606136.44,5003576.18,17225.0
09:19:31,7609.78,4606136.44,5003576.18,17225.0
09:19:49,7609.78,4606136.44,5003576.18,17225.0
09:20:57,7609.78,4606136.44,5003576.18,17225.0
09:21:03,7609.78,4606136.44,5003576.18,17225.0
09:23:02,7609.78,0.0,0.0,0
09:23:15,7609.78,0.0,0.0,0
09:24:47,7609.78,0.0,0.0,0
09:25:25,7609.78,0.0,0.0,0
09:26:01,7609.78,0.0,0.0,0
09:26:33,7609.78,0.0,0.0,0
09:27:43,6890.0,0.0,0.0,0
09:28:51,7609.78,0.0,0.0,0
09:30:00,7609.78,0.0,0.0,0
09:31:08,6890.0,0.0,0.0,0
09:32:16,6890.0,0.0,0.0,0
09:33:24,6890.0,0.0,0.0,0
09:34:32,6890.0,0.0,0.0,0
09:35:40,6890.0,0.0,0.0,0
09:36:48,6890.0,0.0,0.0,0
09:37:56,6890.0,0.0,0.0,0
09:39:04,6890.0,0.0,0.0,0
09:40:12,6890.0,0.0,0.0,0
09:41:20,6890.0,0.0,0.0,0
09:42:28,6890.0,0.0,0.0,0
09:43:36,6890.0,0.0,0.0,0
09:44:44,6890.0,0.0,0.0,0
09:45:52,6890.0,0.0,0.0,0
09:47:00,6890.0,0.0,0.0,0
09:48:08,6890.0,0.0,0.0,0
09:49:16,6890.0,0.0,0.0,0
09:50:24,6890.0,0.0,0.0,0
09:51:32,6890.0,0.0,0.0,0
09:52:40,6890.0,0.0,0.0,0
09:53:48,6890.0,0.0,0.0,0
09:54:56,6890.0,0.0,0.0,0
09:56:04,6890.0,0.0,0.0,0
09:57:12,6890.0,0.0,0.0,0
09:58:20,6890.0,0.0,0.0,0
09:59:28,6890.0,0.0,0.0,0
10:00:36,6890.0,0.0,0.0,0
10:01:44,6890.0,0.0,0.0,0
10:02:11,6890.0,0.0,0.0,0
10:02:52,6890.0,0.0,0.0,0
10:03:30,6890.0,0.0,0.0,0
10:04:35,6890.0,0.0,0.0,0
10:10:14,7609.78,1683965.0,1721492.5,3273.0
10:11:07,7609.78,2324779.01,1705897.5,4018.0
10:11:47,7609.78,10777923.54,10795222.34,33147.0
16:20:40,7578.07,20284651.76,21286448.03,72707.0
16:21:16,7580.78,138684643.34,221361060.18,735601.0
16:22:24,7579.66,132086378.7,237271808.84,739748.0
16:23:31,7580.7,134646104.29,229945379.93,746186.0
16:24:39,7579.98,137874392.18,223855346.31,752539.0
16:25:46,7579.99,139779408.65,222265221.05,758166.0
16:26:54,7583.0,142122371.55,219809797.37,762011.0
16:28:02,7579.9,142489917.06,222655901.43,767917.0
16:29:09,7580.5,141381122.36,220079607.05,774661.0
16:30:18,7583.93,149141518.53,204543177.16,779203.0
